file,task,mode,run_number,response_time,has_error,code_length,llm_overall_score,llm_code_quality,llm_architecture,llm_performance,llm_accessibility,compile_success,ts_error_count,lint_error_count,lint_warning_count,lint_total_count
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run001.json,algorithm_visualizer,parallel,1,409.7918312549591,False,65836,50,14,11,16,9,False,10,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run002.json,algorithm_visualizer,parallel,2,99.39150643348694,False,64308,47,12,10,14,11,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run003.json,algorithm_visualizer,parallel,3,104.38266825675964,False,61346,46,14,12,11,9,False,7,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run004.json,algorithm_visualizer,parallel,4,114.41503953933716,False,55200,46,14,11,12,9,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run005.json,algorithm_visualizer,parallel,5,74.36110162734985,False,51643,46,14,12,11,9,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run006.json,algorithm_visualizer,parallel,6,69.33224749565125,False,36729,41,12,10,11,8,False,164,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run007.json,algorithm_visualizer,parallel,7,119.40489840507507,False,59349,47,14,12,10,11,False,7,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run008.json,algorithm_visualizer,parallel,8,114.3995590209961,False,62012,44,12,10,14,8,False,8,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run009.json,algorithm_visualizer,parallel,9,99.38397455215454,False,69873,45,14,12,11,8,False,14,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run010.json,algorithm_visualizer,parallel,10,109.3822922706604,False,61356,41,12,10,8,11,False,8,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run011.json,algorithm_visualizer,parallel,11,74.35203123092651,False,33815,46,14,12,11,9,False,159,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run012.json,algorithm_visualizer,parallel,12,54.30976676940918,False,28423,53,16,12,14,11,False,125,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run013.json,algorithm_visualizer,parallel,13,104.38164472579956,False,67128,47,14,12,10,11,False,10,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run014.json,algorithm_visualizer,parallel,14,104.38258004188538,False,53066,43,14,11,10,8,False,10,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run015.json,algorithm_visualizer,parallel,15,114.44346046447754,False,61575,41,12,10,8,11,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run016.json,algorithm_visualizer,parallel,16,84.38185930252075,False,50779,46,14,12,11,9,False,3,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run017.json,algorithm_visualizer,parallel,17,109.4065580368042,False,63361,43,14,11,10,8,False,8,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run018.json,algorithm_visualizer,parallel,18,109.40354442596436,False,72150,41,12,10,8,11,False,12,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run019.json,algorithm_visualizer,parallel,19,49.30675506591797,False,33646,47,12,14,11,10,False,1,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run020.json,algorithm_visualizer,parallel,20,94.38219833374023,False,56453,53,14,12,16,11,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run021.json,algorithm_visualizer,parallel,21,59.3190131187439,False,26438,46,14,12,11,9,False,132,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run022.json,algorithm_visualizer,parallel,22,384.75540566444397,False,29514,59,18,14,16,11,False,2,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run023.json,algorithm_visualizer,parallel,23,129.41721773147583,False,66017,41,12,10,8,11,False,13,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run024.json,algorithm_visualizer,parallel,24,94.38204908370972,False,65495,43,14,10,8,11,False,15,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run025.json,algorithm_visualizer,parallel,25,129.44839930534363,False,57672,41,12,10,8,11,False,11,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run026.json,algorithm_visualizer,parallel,26,99.38443613052368,False,57741,41,12,10,8,11,False,8,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run027.json,algorithm_visualizer,parallel,27,54.31487965583801,False,30557,50,12,14,11,13,False,5,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run028.json,algorithm_visualizer,parallel,28,209.55418968200684,False,71526,36,12,10,8,6,False,238,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run029.json,algorithm_visualizer,parallel,29,109.40704798698425,False,51894,46,12,14,11,9,False,10,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run030.json,algorithm_visualizer,parallel,30,54.30928897857666,False,22147,59,18,14,16,11,False,3,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run031.json,algorithm_visualizer,parallel,31,104.39135813713074,False,69491,41,12,10,8,11,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run032.json,algorithm_visualizer,parallel,32,99.3981864452362,False,59928,41,12,10,8,11,False,13,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run033.json,algorithm_visualizer,parallel,33,104.39192414283752,False,69059,41,12,8,10,11,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run034.json,algorithm_visualizer,parallel,34,104.3993513584137,False,64552,46,14,12,11,9,False,12,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run035.json,algorithm_visualizer,parallel,35,69.32498717308044,False,27751,53,16,14,12,11,False,140,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run036.json,algorithm_visualizer,parallel,36,99.39141845703125,False,72296,47,14,12,10,11,False,8,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run037.json,algorithm_visualizer,parallel,37,69.33870720863342,False,32419,39,12,10,8,9,False,133,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run038.json,algorithm_visualizer,parallel,38,109.40769457817078,False,60155,50,14,12,11,13,False,12,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run039.json,algorithm_visualizer,parallel,39,99.39971685409546,False,72499,44,12,10,14,8,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run040.json,algorithm_visualizer,parallel,40,89.37487173080444,False,62176,47,12,10,14,11,False,19,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run041.json,algorithm_visualizer,parallel,41,54.3142204284668,False,30126,47,12,10,14,11,False,135,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run042.json,algorithm_visualizer,parallel,42,129.42119193077087,False,54149,41,10,8,11,12,False,3,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run043.json,algorithm_visualizer,parallel,43,104.39519786834717,False,63460,41,12,10,8,11,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run044.json,algorithm_visualizer,parallel,44,94.37461566925049,False,59818,46,14,12,11,9,False,7,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run045.json,algorithm_visualizer,parallel,45,44.370291233062744,False,12929,53,16,14,12,11,False,59,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run046.json,algorithm_visualizer,parallel,46,74.3503315448761,False,28532,59,18,15,14,12,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run047.json,algorithm_visualizer,parallel,47,94.37146973609924,False,54277,41,12,10,8,11,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run048.json,algorithm_visualizer,parallel,48,94.37416481971741,False,63569,46,14,12,11,9,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run049.json,algorithm_visualizer,parallel,49,89.37945342063904,False,55477,43,14,11,10,8,False,12,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_parallel_run050.json,algorithm_visualizer,parallel,50,89.37697792053223,False,53688,46,14,12,11,9,False,6,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run001.json,algorithm_visualizer,sequential,1,64.31686639785767,False,18371,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run002.json,algorithm_visualizer,sequential,2,64.3169596195221,False,18535,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run003.json,algorithm_visualizer,sequential,3,89.33920645713806,False,18250,55,16,14,12,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run004.json,algorithm_visualizer,sequential,4,64.31747841835022,False,18250,53,16,14,12,11,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run005.json,algorithm_visualizer,sequential,5,69.32668161392212,False,18371,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run006.json,algorithm_visualizer,sequential,6,79.34478783607483,False,18250,55,16,14,12,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run007.json,algorithm_visualizer,sequential,7,69.33385491371155,False,18516,52,16,12,10,14,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run008.json,algorithm_visualizer,sequential,8,64.31839394569397,False,18250,54,16,14,11,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run009.json,algorithm_visualizer,sequential,9,64.3358883857727,False,18250,53,16,14,11,12,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run010.json,algorithm_visualizer,sequential,10,59.32342076301575,False,18250,54,16,14,11,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run011.json,algorithm_visualizer,sequential,11,64.31968760490417,False,18250,52,16,12,10,14,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run012.json,algorithm_visualizer,sequential,12,69.32716345787048,False,18522,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run013.json,algorithm_visualizer,sequential,13,64.31601333618164,False,18535,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run014.json,algorithm_visualizer,sequential,14,64.31606578826904,False,18250,53,16,14,11,12,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run015.json,algorithm_visualizer,sequential,15,64.32027101516724,False,18535,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run016.json,algorithm_visualizer,sequential,16,69.3208179473877,False,18250,54,16,14,11,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run017.json,algorithm_visualizer,sequential,17,64.32265830039978,False,18246,53,16,14,11,12,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run018.json,algorithm_visualizer,sequential,18,69.33198404312134,False,18246,53,16,14,11,12,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run019.json,algorithm_visualizer,sequential,19,64.3205018043518,False,18516,49,16,12,10,11,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run020.json,algorithm_visualizer,sequential,20,69.32206678390503,False,18371,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run021.json,algorithm_visualizer,sequential,21,69.32867503166199,False,18516,52,16,12,10,14,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run022.json,algorithm_visualizer,sequential,22,79.33563446998596,False,18516,52,16,12,10,14,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run023.json,algorithm_visualizer,sequential,23,74.33474707603455,False,18522,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run024.json,algorithm_visualizer,sequential,24,64.33193755149841,False,18250,53,16,14,11,12,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run025.json,algorithm_visualizer,sequential,25,69.3214647769928,False,18535,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run026.json,algorithm_visualizer,sequential,26,64.32381272315979,False,18535,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run027.json,algorithm_visualizer,sequential,27,74.33031749725342,False,18535,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run028.json,algorithm_visualizer,sequential,28,64.32052373886108,False,18250,54,16,14,11,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run029.json,algorithm_visualizer,sequential,29,64.32571458816528,False,18522,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run030.json,algorithm_visualizer,sequential,30,79.34212636947632,False,18246,53,16,14,11,12,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run031.json,algorithm_visualizer,sequential,31,64.32486462593079,False,18246,53,16,14,11,12,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run032.json,algorithm_visualizer,sequential,32,64.32318902015686,False,18250,54,16,14,11,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run033.json,algorithm_visualizer,sequential,33,64.3176531791687,False,18522,49,16,12,10,11,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run034.json,algorithm_visualizer,sequential,34,69.32689189910889,False,18250,53,16,14,12,11,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run035.json,algorithm_visualizer,sequential,35,64.31866669654846,False,18522,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run036.json,algorithm_visualizer,sequential,36,69.33709979057312,False,18535,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run037.json,algorithm_visualizer,sequential,37,69.34689569473267,False,18522,49,16,12,10,11,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run038.json,algorithm_visualizer,sequential,38,64.33186769485474,False,18246,53,16,14,11,12,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run039.json,algorithm_visualizer,sequential,39,69.33574962615967,False,18516,52,16,12,10,14,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run040.json,algorithm_visualizer,sequential,40,64.33152294158936,False,18250,54,16,14,11,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run041.json,algorithm_visualizer,sequential,41,69.32289958000183,False,18535,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run042.json,algorithm_visualizer,sequential,42,64.32887244224548,False,18250,53,16,14,11,12,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run043.json,algorithm_visualizer,sequential,43,64.31265258789062,False,18371,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run044.json,algorithm_visualizer,sequential,44,64.32387614250183,False,18522,52,16,12,10,14,False,69,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run045.json,algorithm_visualizer,sequential,45,69.32611775398254,False,18250,52,16,12,10,14,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run046.json,algorithm_visualizer,sequential,46,64.32724022865295,False,18250,55,16,14,12,13,False,70,0,0,0
/Users/codecrdt/evaluation/evaluation_results/results/algorithm_visualizer_sequential_run047.json,algorithm_visualizer,sequential,47,64.3362557888031,False,18250,54,16,14,11,13,False,70,0,0,0
